State,District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Jharkhand,LATEHAR,2013-14,Rabi,231,1434,6.21
Jharkhand,LATEHAR,2014-15,Rabi,214,1478,6.91
Jharkhand,LATEHAR,2015-16,Rabi,210,1322,6.3
Jharkhand,LATEHAR,2016-17,Rabi,243,1661,6.84
Jharkhand,LOHARDAGA,2011-12,Rabi,440,1695,3.85
Jharkhand,LOHARDAGA,2012-13,Rabi,386,1529,3.96
Jharkhand,LOHARDAGA,2013-14,Rabi,567,2345,4.14
Jharkhand,LOHARDAGA,2014-15,Rabi,773,3282,4.25
Jharkhand,LOHARDAGA,2015-16,Rabi,425,1389,3.27
Jharkhand,LOHARDAGA,2016-17,Rabi,367,3542,9.65
Jharkhand,PAKUR,2014-15,Rabi,30,183,6.1
Jharkhand,PAKUR,2015-16,Rabi,77,732,9.51
Jharkhand,PAKUR,2016-17,Rabi,263,2812,10.69
Jharkhand,PALAMU,2011-12,Rabi,362,2017,5.57
Jharkhand,PALAMU,2012-13,Rabi,185,1075,5.81
Jharkhand,PALAMU,2013-14,Rabi,355,2204,6.21
Jharkhand,PALAMU,2014-15,Rabi,335,2503,7.47
