State,District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Uttar Pradesh,RAE BARELI,2016-17,Rabi,257,3579,13.93
Uttar Pradesh,RAE BARELI,2017-18,Rabi,201,2706,13.46
Uttar Pradesh,RAE BARELI,2018-19,Rabi,206,3162,15.35
Uttar Pradesh,RAE BARELI,2019-20,Rabi,229,3505,15.31
Uttar Pradesh,RAMPUR,2011-12,Rabi,39,892,22.87
Uttar Pradesh,RAMPUR,2012-13,Rabi,7,161,23
Uttar Pradesh,RAMPUR,2013-14,Rabi,110,2237,20.34
Uttar Pradesh,RAMPUR,2014-15,Rabi,9,138,15.33
Uttar Pradesh,RAMPUR,2015-16,Rabi,27,318,11.78
Uttar Pradesh,RAMPUR,2016-17,Rabi,8,112,14
Uttar Pradesh,RAMPUR,2017-18,Rabi,18,263,14.61
Uttar Pradesh,RAMPUR,2018-19,Rabi,17,263,15.47
Uttar Pradesh,RAMPUR,2019-20,Rabi,17,242,14.24
Uttar Pradesh,SAHARANPUR,2011-12,Rabi,16,366,22.88
Uttar Pradesh,SAHARANPUR,2012-13,Rabi,25,575,23
Uttar Pradesh,SAHARANPUR,2013-14,Rabi,24,488,20.33
Uttar Pradesh,SAHARANPUR,2014-15,Rabi,25,382,15.28
Uttar Pradesh,SAHARANPUR,2015-16,Rabi,31,365,11.77
Uttar Pradesh,SAHARANPUR,2016-17,Rabi,28,390,13.93
Uttar Pradesh,SAHARANPUR,2017-18,Rabi,198,2892,14.61
Uttar Pradesh,SAHARANPUR,2018-19,Rabi,23,356,15.48
Uttar Pradesh,SAHARANPUR,2019-20,Rabi,27,385,14.26
Uttar Pradesh,SAMBHAL,2012-13,Rabi,33,759,23
Uttar Pradesh,SAMBHAL,2013-14,Rabi,74,1505,20.34
Uttar Pradesh,SAMBHAL,2014-15,Rabi,74,1132,15.3
Uttar Pradesh,SAMBHAL,2015-16,Rabi,97,1141,11.76
Uttar Pradesh,SAMBHAL,2016-17,Rabi,177,2465,13.93
Uttar Pradesh,SAMBHAL,2017-18,Rabi,231,3374,14.61
Uttar Pradesh,SAMBHAL,2018-19,Rabi,244,3777,15.48
Uttar Pradesh,SAMBHAL,2019-20,Rabi,70,998,14.26
Uttar Pradesh,SANT KABEER NAGAR,2011-12,Rabi,5,114,22.8
Uttar Pradesh,SANT KABEER NAGAR,2012-13,Rabi,2,46,23
Uttar Pradesh,SANT KABEER NAGAR,2013-14,Rabi,19,386,20.32
Uttar Pradesh,SANT KABEER NAGAR,2014-15,Rabi,2,31,15.5
Uttar Pradesh,SANT KABEER NAGAR,2015-16,Rabi,5,59,11.8
Uttar Pradesh,SANT KABEER NAGAR,2016-17,Rabi,51,710,13.92
Uttar Pradesh,SANT KABEER NAGAR,2017-18,Rabi,32,467,14.59
Uttar Pradesh,SANT KABEER NAGAR,2018-19,Rabi,13,201,15.46
Uttar Pradesh,SANT KABEER NAGAR,2019-20,Rabi,52,741,14.25
Uttar Pradesh,SANT RAVIDAS NAGAR,2011-12,Rabi,4,92,23
Uttar Pradesh,SANT RAVIDAS NAGAR,2012-13,Rabi,5,115,23
Uttar Pradesh,SANT RAVIDAS NAGAR,2013-14,Rabi,16,325,20.31
Uttar Pradesh,SANT RAVIDAS NAGAR,2014-15,Rabi,1,15,15
Uttar Pradesh,SANT RAVIDAS NAGAR,2015-16,Rabi,1,12,12
Uttar Pradesh,SANT RAVIDAS NAGAR,2016-17,Rabi,23,320,13.91
Uttar Pradesh,SANT RAVIDAS NAGAR,2017-18,Rabi,21,319,15.19
Uttar Pradesh,SANT RAVIDAS NAGAR,2018-19,Rabi,6,117,19.5
Uttar Pradesh,SANT RAVIDAS NAGAR,2019-20,Rabi,9,136,15.11
Uttar Pradesh,SHAHJAHANPUR,2011-12,Rabi,140,3203,22.88
Uttar Pradesh,SHAHJAHANPUR,2012-13,Rabi,234,5383,23
Uttar Pradesh,SHAHJAHANPUR,2013-14,Rabi,227,4617,20.34
Uttar Pradesh,SHAHJAHANPUR,2014-15,Rabi,327,5003,15.3
Uttar Pradesh,SHAHJAHANPUR,2015-16,Rabi,117,1376,11.76
Uttar Pradesh,SHAHJAHANPUR,2016-17,Rabi,232,3232,13.93
Uttar Pradesh,SHAHJAHANPUR,2017-18,Rabi,172,2513,14.61
Uttar Pradesh,SHAHJAHANPUR,2018-19,Rabi,248,3839,15.48
Uttar Pradesh,SHAHJAHANPUR,2019-20,Rabi,140,1996,14.26
Uttar Pradesh,SHAMLI,2012-13,Rabi,35,805,23
Uttar Pradesh,SHAMLI,2013-14,Rabi,50,1017,20.34
Uttar Pradesh,SHAMLI,2014-15,Rabi,24,367,15.29
Uttar Pradesh,SHAMLI,2015-16,Rabi,43,506,11.77
Uttar Pradesh,SHAMLI,2016-17,Rabi,41,571,13.93
Uttar Pradesh,SHAMLI,2017-18,Rabi,25,365,14.6
Uttar Pradesh,SHAMLI,2018-19,Rabi,33,511,15.48
Uttar Pradesh,SHAMLI,2019-20,Rabi,115,1640,14.26
Uttar Pradesh,SHRAVASTI,2011-12,Rabi,65,1487,22.88
Uttar Pradesh,SHRAVASTI,2012-13,Rabi,30,690,23
Uttar Pradesh,SHRAVASTI,2013-14,Rabi,67,1363,20.34
Uttar Pradesh,SHRAVASTI,2014-15,Rabi,22,337,15.32
Uttar Pradesh,SHRAVASTI,2015-16,Rabi,4,47,11.75
Uttar Pradesh,SHRAVASTI,2016-17,Rabi,37,515,13.92
Uttar Pradesh,SHRAVASTI,2017-18,Rabi,31,453,14.61
Uttar Pradesh,SHRAVASTI,2018-19,Rabi,20,309,15.45
Uttar Pradesh,SHRAVASTI,2019-20,Rabi,14,200,14.29
Uttar Pradesh,SIDDHARTH NAGAR,2011-12,Rabi,178,4072,22.88
Uttar Pradesh,SIDDHARTH NAGAR,2012-13,Rabi,178,4095,23.01
Uttar Pradesh,SIDDHARTH NAGAR,2013-14,Rabi,184,3742,20.34
Uttar Pradesh,SIDDHARTH NAGAR,2014-15,Rabi,194,2968,15.3
Uttar Pradesh,SIDDHARTH NAGAR,2015-16,Rabi,8,94,11.75
Uttar Pradesh,SIDDHARTH NAGAR,2016-17,Rabi,112,1560,13.93
Uttar Pradesh,SIDDHARTH NAGAR,2017-18,Rabi,230,3360,14.61
Uttar Pradesh,SIDDHARTH NAGAR,2018-19,Rabi,192,2972,15.48
Uttar Pradesh,SIDDHARTH NAGAR,2019-20,Rabi,241,3437,14.26
Uttar Pradesh,SITAPUR,2011-12,Rabi,34,778,22.88
Uttar Pradesh,SITAPUR,2012-13,Rabi,37,851,23
Uttar Pradesh,SITAPUR,2013-14,Rabi,91,1851,20.34
Uttar Pradesh,SITAPUR,2014-15,Rabi,12,184,15.33
Uttar Pradesh,SITAPUR,2015-16,Rabi,5,59,11.8
Uttar Pradesh,SITAPUR,2016-17,Rabi,14,195,13.93
Uttar Pradesh,SITAPUR,2017-18,Rabi,144,1939,13.47
Uttar Pradesh,SITAPUR,2018-19,Rabi,435,6676,15.35
Uttar Pradesh,SITAPUR,2019-20,Rabi,13,199,15.31
Uttar Pradesh,SONBHADRA,2011-12,Rabi,632,14457,22.88
Uttar Pradesh,SONBHADRA,2012-13,Rabi,646,14860,23
Uttar Pradesh,SONBHADRA,2013-14,Rabi,763,15518,20.34
Uttar Pradesh,SONBHADRA,2014-15,Rabi,831,12713,15.3
Uttar Pradesh,SONBHADRA,2015-16,Rabi,768,9035,11.76
Uttar Pradesh,SONBHADRA,2016-17,Rabi,672,9360,13.93
Uttar Pradesh,SONBHADRA,2017-18,Rabi,732,11100,15.16
Uttar Pradesh,SONBHADRA,2018-19,Rabi,865,16847,19.48
Uttar Pradesh,SONBHADRA,2019-20,Rabi,878,13284,15.13
Uttar Pradesh,SULTANPUR,2011-12,Rabi,138,3156,22.87
Uttar Pradesh,SULTANPUR,2012-13,Rabi,135,3106,23.01
Uttar Pradesh,SULTANPUR,2013-14,Rabi,172,3498,20.34
Uttar Pradesh,SULTANPUR,2014-15,Rabi,122,1866,15.3
Uttar Pradesh,SULTANPUR,2015-16,Rabi,97,1141,11.76
Uttar Pradesh,SULTANPUR,2016-17,Rabi,226,3148,13.93
Uttar Pradesh,SULTANPUR,2017-18,Rabi,178,2600,14.61
Uttar Pradesh,SULTANPUR,2018-19,Rabi,97,1501,15.47
Uttar Pradesh,SULTANPUR,2019-20,Rabi,192,2738,14.26
Uttar Pradesh,UNNAO,2011-12,Rabi,218,4987,22.88
Uttar Pradesh,UNNAO,2012-13,Rabi,215,4946,23
Uttar Pradesh,UNNAO,2013-14,Rabi,199,4047,20.34
Uttar Pradesh,UNNAO,2014-15,Rabi,218,3335,15.3
Uttar Pradesh,UNNAO,2015-16,Rabi,129,1518,11.77
Uttar Pradesh,UNNAO,2016-17,Rabi,222,3092,13.93
Uttar Pradesh,UNNAO,2017-18,Rabi,288,3877,13.46
Uttar Pradesh,UNNAO,2018-19,Rabi,160,2456,15.35
Uttar Pradesh,UNNAO,2019-20,Rabi,192,2938,15.3
Uttar Pradesh,VARANASI,2011-12,Rabi,95,2173,22.87
Uttar Pradesh,VARANASI,2012-13,Rabi,117,2691,23
Uttar Pradesh,VARANASI,2013-14,Rabi,193,3925,20.34
Uttar Pradesh,VARANASI,2014-15,Rabi,84,1285,15.3
Uttar Pradesh,VARANASI,2015-16,Rabi,88,1035,11.76
Uttar Pradesh,VARANASI,2016-17,Rabi,77,1073,13.94
Uttar Pradesh,VARANASI,2017-18,Rabi,121,1522,12.58
Uttar Pradesh,VARANASI,2018-19,Rabi,81,2310,28.52
Uttar Pradesh,VARANASI,2019-20,Rabi,84,1761,20.96
Maharastra,Maharastra,2020-21,kharif,703,10476.46,16.4
Madhya pradesh,Madhya pradesh,2020-21,kharif,186,4548.5,26.82
Karnataka,Karnataka,2020-21,kharif,230.4,2660.8,12.73
Gujarat,Gujarat,2020-21,kharif,67.74,16657.96,26.98
Bihar,Bihar,2020-21,kharif,58.34,1329,25.09
Rajeshthan,Rajeshthan,2020-21,kharif,82.3,1386,18.57
Andhra Pradesh,Andhra Pradesh,2020-21,kharif,40.88,636.49,17.16
West Bangal,West Bangal,2020-21,kharif,40.61,747.6,20.29
Haryana,Haryana,2020-21,kharif,23.71,602.35,28
Uttar Pradesh,Uttar Pradesh,2020-21,kharif,28.55,470.84,18.18
